id,company_name_kor,company_name_eng,homepage,company_description,products,products_description,category
39,농업회사법인 주식회사 기우리다,"Horticultural Firm giwoorida.co.,Ltd.",https://www.korean-sool.com/,농업회사법인(주)기우리다는 전통방식으로 술을 빚어 옹기에서 충분한 숙성을 거쳐 전통주의 풍부한 맛과 향을 전달하기 위해 정성을 기울이고 있습니다. 소중한 인연과 술잔을 기울이며 상대의 이야기에 귀를 기울이는 자리에 꼭 필요한 술이 되도록 최선을 다합니다.,탁,"항아리에서 발효, 숙성하여 뒷맛이 깔끔하고 전통주의 풍부한 맛과 향을 느낄 수 있는 13도의 프리미엄 수제 탁주","주류 (전통주, 맥주, 포도주, 위스키, 칵테일, RTD, 저/무알콜 외)"
40,농업회사법인 (주)산내들푸드,sannaedeelfood,https://smartstore.naver.com/dowon1/,"세종시에 귀농해서 생강을 재배하며 판로개척을 고민하던 중에 농업기술센터 보조사업으로 회사를 설립하게되었습니다. 당사의 주력 제품인 생강원액은 농업진흥청 특허기술을 이전받아 생산하여 기존 제품에 비해 유용성분이 3배이상 높고, 설탕등의 당류를 넣지않운 무가당 제품이며, 기타 어떻한 첨가물도 넣지않은 생강추출물 100% 제품으로 차로 마시거나, 요리할때 생강대용으로 활용할 수 있어 입소문이 나면서 매년 매출이 급성장하고 있습니다.",진황생강원액,"농업진흥청 특허기술로 생산한 제품으로 유용성분이 높으며, 무가당 제품으로 고혈압, 당뇨 걱정이 없고, 차로 마시거나, 요리할 때 생강대용으로 활용할 수 있어 활용성이 높은 제품임","음료 (커피, 차, 주스, 탄산음료, 에너지 드링크, 이온음료 외)"
41,오키드 컴퍼니,orchid company,https://smartstore.naver.com/agriim,"인공 향료나 색소 등을 첨가하지 않고, 국내산 농산물에서 추출한 천연 향미 성분과 풍미를 활용하여 다양한 가공식품을 선보이는 브랜드",에이그림 와사비 소금,"인공향료나 색소 첨가 없이, 국내산 친환경 와사비 잎만의 천연 감칠맛을 추출하여 톡쏘는 알싸함을 선사하는 제품","조미식품 (향신료, 분말/팩, 양념/소스, 페이스트, 오일, 식초 외)"
42,라비음,LAVIUM,https://www.instagram.com/maeum_meeum,케어푸드 전문기업 라비읍입니다. 라비음의 첫 번째 프로잭트 '마음미음'은 섭식장애를 겪는 시니어들의 식생활을 개선하고자 설계된 영양균형미음 입니다.,"마음미음 RTD 3종 (단호박, 흑임자, 쌀) / 마음미음 인포켓 3종 (단호박, 흑임자, 쌀)","섭식장애를 겪는 시니어를 위해 소화흡수와 섭취편의성을 개선한 영양균형미음 브랜드 마음미음입니다. 6:2:2영양균형과 단백질9g, 식이섬유4g, 비타민무기질14종을 함유하고 있는 제품으로 누구나 쉽게 균형있는 영양을 섭취하실 수 있습니다.","케어푸드 (고령친화식품, 환자식, 요양식, 특수영양식 외)"
43,홀썸위크,WHOLESOME WEEK,https://wholesomeweek.com/,"홀썸위크는 지역의 건강한 원재료와 프리미엄 재료를 결합하여
건강하면서도 맛있는 저당 고단백 식품을 만듭니다. 

  ’건강한 식사는 쉽고 지속 가능해야 한다’ 는 철학을 바탕으로,
✓ 파인다이닝 셰프와 함께 만드는 고품질 레시피
✓ 무설탕・첨가물 최소화 원칙을 고수하는 클린 라벨
✓ 지역 농산물과 자연 그대로의 원재료 활용으로
프리미엄 저당・고단백 제품을 연구·개발하고 있습니다.",콩누들 고단백 파스타 3종,"- 한 팩당 200~300kcal, 단백질 16g 이상, 당류 3g 미만, 포만감 높은 식이섬유 함유
- 강원도 영월산 콩과 전통장, 곤드레로 만든 고단백·저당 간편식 파스타
- 셰프 개발 면 & 소스로 레스토랑 퀄리티 구현","간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
44,스타리온성철 ,STARION,www.starion.co.kr,"상업용 냉장고의 새로운 기준, 스타리온 
스타리온의 60년 기술력으로 상업용 냉장고의 새로운 기준을 세웁니다. 
",간냉식 스탠드 냉장고 ,"성에 걱정이 없어 편리한 스타리온 간냉식 스탠드 냉장고 
국내 상업용 냉장고 최고 수준의 에너지효율, 냉각속도를 자랑합니다. 

","상업용 주방기기/설비 (상업용 식음료 조리기계/조리로봇, 냉장/냉동설비, 조리대, 살균기, 세척기, 포장기기 외)"
45,농업회사법인 주식회사 사일로,Silo brewery,silobrewery.co.kr,감각적인 디자인과 정교한 공정으로 술을 빚는 세종시 전통주 브랜드 입니다.,사일로 막걸리,"인공 감미료와 향료 등의 첨가물을 사용하지 않고, 오직 발효 과정에서 만들어지는 입체적인 향과 과실의 산미가 매력적인 탁주이며, 특히 복숭아, 자두 같은 핵과류가 연상되는 은은한 단맛과 산뜻한 산미를 지닙니다.

삼양주 방식으로 천천히 발효시켜 감칠맛과 은은한 단향을 머금으며,
2번의 여과를 통해 변질을 최소화하고 술에서 날 수 있는 잡내를 줄여 훌륭한 음용성을 지닙니다.
","주류 (전통주, 맥주, 포도주, 위스키, 칵테일, RTD, 저/무알콜 외)"
46,농업회사법인 수예평창오가피(주)," Agricultural corporation Sooye Pyeongchang Ogapi Co., Ltd. ",http://www.e-ogapi.co.kr   ,"친환경 유기농 자연농법으로 키운 오가피를 천연발효시킨 현미막걸리발효식초에 수십년간 발효시킨 오가피 발효원액에 저온 농축시킨 농축액과 배합시켜 만든 
오가피새싹 발효진액에 코디세핀이 다량 함유된 현미 동충하초와 오가피열매,표고버섯을 넣어 추출후 사과즙,레몬즙을 넣어 2차 발효하여 만들었습니다. 
",평창오가피활력,"평창오가피활력은 높은산,깊은계곡 강원도 평창의 농장에서 자연농법으로 재배하여
엄선한 100% 국내산 오가피 뿌리(뿌리24.5%)에 줄기,잎을 모두넣어,정성을 다해 가공한제품으로써,맛이부드럽고 진하며,
동충하초와 영지버섯을 첨가해,효능을 높였습니다.(오가피활력1포당 사포닌0.3%)","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
47,아이비허니,IBEE HONEY,ibee21.com,"아이비허니는 대한민국 유일의 양봉 명인인 양경열 명인이 설립한 벌꿀 전문 브랜드로, 정직한 철학과 오랜 경험을 바탕으로 프리미엄 천연 벌꿀과 국내 최초로 상용화에 성공한 허니와인을 생산하고 있습니다. 아이비허니의 모든 제품은 친환경 농장에서 채밀한 꿀 중에서도 명인이 직접 선별한 원료만을 사용하며, 오랜 시간 축적된 전통적인 방식으로 정성스럽게 만들어집니다. 그 결과, 아이비허니는 다수의 국내 식품 박람회에서 대상을 수상하였고, 소비자들로부터 높은 인기를 얻어 소비자 인기대상도 수상한 바 있습니다.

허니와인은 국내 최초로 상품화된 이후 고유의 깊은 향과 깔끔한 맛으로 품질을 인정받았으며, 꿀 역시 다양한 품종의 프리미엄 라인업으로 소비자들에게 꾸준한 사랑을 받고 있습니다. 제품 전반은 경기도지사 인증 G마크와 식품안전관리인증(HACCP)을 획득하여 안전성과 품질 면에서도 신뢰를 받고 있습니다. 아이비허니는 앞으로도 명인의 철학을 바탕으로, 자연 그대로의 건강한 단맛과 정직한 가치를 담은 제품을 소비자에게 전하고자 합니다.","허니와인/허니비, 허니문, 프로포즈","아이비허니와인 – 명인벌꿀로 빚은 프리미엄 꿀술

아이비허니와인은 대한민국 유일의 양봉 명인 양경열 명인이 직접 선별한
프리미엄 친환경 명인벌꿀을 원료로 하여,
경기도 양평의 깨끗한 물과 만나 정성껏 빚어낸 프리미엄 벌꿀주(허니와인)입니다.

양평은 친환경농업특구로 지정된 지역으로,
자연이 살아있는 청정한 환경과 맑은 물이 특징이며,
아이비허니와인은 이 지역의 관광기념품 및 지역특산주로도 선정된 바 있습니다.

🏆 수상 및 인증 이력

🍯 우리술품평회 15회 수상 (품질 및 향미 부문 등)

🏅 소비자 인기 대상 수상 (꾸준한 소비자 호응)

🌍 국제주류박람회 Top of Top 선정 

✅ 전통주 품질 인증 획득

📌 경기도지사 G마크 인증, 양평군 관광기념품 선정

✨ 제품 특징

💛 달콤하고 부드러운 맛,

🌸 은은하고 향긋한 허니 아로마,

🥂 누구나 즐기기 좋은 프리미엄 꿀술

풍미가 깊고 목 넘김이 부드러워,
기념 선물, 와인 대용, 디저트용 주류로도 적합하며,
알코올 도수가 높지 않아 남녀노소 누구나 부담 없이 즐기실 수 있습니다.","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
48,재단법인 경기도농수산진흥원,GAFI,instagram:gowith_do,"고위드는 생태계교란종 가시상추의 내생세균 Kosakonia cowanii를 활용하여 가뭄 예방 비료를 만드는 기업입니다. 고위드의 최종 목표는 단순한 비료 개발이 아니라 기후 위기 시대 농가의 물 부족 문제를 해결하고, 지속가능한 농업을 만드는 것입니다.",생태계 교란종 가시상추를 활용한 가뭄 예방 비료,"“가시상추 유래 내생세균 Kosakonia cowanii가 뿌리에서 EPS를 분비하여 수분 유지와 토양 구조 개선을 돕고, IAA 생성으로 뿌리 생장을 촉진하여 가뭄 환경에서도 작물의 생장과 수확량을 안정화시키는 비료입니다.”","대체식품/그린바이오 (대체식품/원료, 메디푸드, 지속가능 식품, 특수기능/가공/포장식품, R&D연구개발 외)"
49,주식회사 천년식향,Millennial Flavor Town,https://millennialflavortown.co,전통 발효 기술과 식물성 원료를 기반으로 지속 가능한 프리미엄 대체육을 개발하는 푸드테크 기업,밀레니얼 스테이크 - 등심모양 (MM Beef Steak),식물성 발효 공법으로 한우 마블링을 구현한 프리미엄 스테이크,"대체식품/그린바이오 (대체식품/원료, 메디푸드, 지속가능 식품, 특수기능/가공/포장식품, R&D연구개발 외)"
50,제네틱스팜주식회사,Genetics Pharm Inc.,www.meta-forest.co.kr,"제네틱스팜㈜는 신소재 발굴 및 연구개발을 통해 차별화된 고부가가치를 창출하는 건강기능식품 전문 기업입니다. 원료 소재 개발에서부터 제형별 연구 노하우를 보유하고 있으며, 원료 특성과 품질에 최적화된 생산 시스템을 구축하고 있습니다.

또한, 제형별 HACCP 인증 공장을 비롯해 전용 설비와 생산 라인을 갖추어 최고 수준의 제조 효율성과 품질 관리 체계를 실현하고 있습니다. OEM/ODM을 포함한 다양한 제조·유통 역량과 자체 신소재 연구개발을 기반으로, 국내외 건강기능식품 시장에서 신뢰받는 파트너로 자리매김하고 있습니다.",에너셀 루테인,"루테인은 마리골드 꽃에서 추출한 주황색 카로티노이드 색소로, 눈의 망막과 수정체에 축적되는 중요한 성분입니다. 그러나 체내에서 합성되지 않기 때문에 반드시 식이를 통해 보충해야 합니다.

루테인은 자외선과 스마트폰·PC 등에서 발생하는 청색광(블루라이트)을 흡수하여 눈을 보호합니다.
또한 식약처로부터 기능성을 인정받은 원료로, 노화로 인해 감소될 수 있는 황반색소 밀도를 유지하여 눈 건강에 도움을 줄 수 있음이 확인되었습니다.

하루 1캡슐로 간편하게 챙기고, 선명하고 건강한 시야를 지켜보세요!","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
51,울주군청,Ulju County Office,www.uppin.co.kr,"어핀(uppin)'은 3세대 스마트팜을 목표로 하는 스마트팜 솔루션 전문기업으로, 재배환경을 작물에게 최적의 조건으로 제어가능한 인도어팜(Indoor Farm)에서 최적의 환경에서 사계절 친환경 딸기를 재배하는 브랜드 '우주베리(WOOJOO BERRY)'를 운영하고 있습니다.

 우주베리는 ‘어핀 사계절 표준인도어팜’에서 재배되는 프리미엄 친환경 딸기 브랜드로, 농약뿐만아니라 미세먼지까지도 없는 순수한 환경에서 사계절 재배되는 딸기입니다. 스마트팜 최적제어 기술을 기반으로 온도, 습도, CO₂, 양액 환경을 세밀하게 관리하여, 계절에 관계없이 일년 내내 일정한 맛과 품질의 딸기를 선보이고 있습니다.

 어핀은 기술과 데이터를 통해 농업의 새로운 표준을 만들어가며, 단순한 과일 생산을 넘어 소비자에게 ‘농업 그 이상의 가치’를 제공하는 브랜드 비전을 담고 있습니다.",우주베리,프리미엄 친환경 사계절 딸기 & 2세대 스마트팜 솔루션,"스마트 농업 (농업 자동화 기계/로봇, 첨단 재배기술, 환경관리 장비, 농장 데이터 관리분석 솔루션 외)"
52,베럴댄,BETTERTHAN,m.blog.naver.com/os-love,“품질과 신뢰를 바탕으로 지속 가능한 농업 가치를 실현하는 베럴댄”,논산 딸기쫀드기/멜론 쫀드기,"지역 특산물로 청년농부들과 함께 만든 논산 딸기 쫀드기/멜론 쫀드기. 
남녀노소 누구가 건강하게 안심하고 먹을 수 있는 간식","간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
53,농업회사법인 주식회사 더 부농,"Agricultural Corporation The BooNong Co.,Ltd.",https://www.instagram.com/suam_55/,"농업회사법인 주식회사 더 부농은 고품질 현지 재료를 사용하여 유명한 의령 쌀빵을 포함한 프리미엄 한국 쌀 과자를 생산하는 전문 회사입니다.
 당사는 혁신적인 쌀 기반 제품을 통해 건강한 식습관을 촉진하고 지역 사회를 풍요롭게 만들기 위해 최선을 다하고 있습니다.
 한국 쌀 스낵 분야의 선도적인 제조업체인 더 부농은 품질, 전통, 그리고 한국 쌀의 독특한 맛에 중점을 두고 있는 것으로 인정받고 있습니다.",의령쌀빵(오리지널&팥앙금),"의령 쌀빵은 밀가루, 방부제, 인공 색소, 글루텐이 없는 건강한 현지 무농약  100% 찹쌀로 만든 간식입니다. 부드럽고 진한 오리지널을 즐기거나 쑥, 비트, 단호박, 다크 초콜릿의 네 가지 유혹적인 맛으로 팥앙금을 즐기세요. 건강하고 맛있고 아름답게 포장되어 있어 언제든 완벽한 간식입니다. ","간식/스낵류 (과자류, 칩, 견과류, 캔디류, 전통간식, 건조간식, 안주류 외)"
